2023-06-05 13:26:08,410 INFO    StreamThr :9887 [internal.py:wandb_internal():86] W&B internal server running at pid: 9887, started at: 2023-06-05 13:26:08.410158
2023-06-05 13:26:08,412 DEBUG   HandlerThread:9887 [handler.py:handle_request():144] handle_request: status
2023-06-05 13:26:08,417 INFO    WriterThread:9887 [datastore.py:open_for_write():85] open: /home/singh/mlops-zoomcamp-2023/02-experiment-tracking/homework-wandb/wandb/run-20230605_132608-17xpuirf/run-17xpuirf.wandb
2023-06-05 13:26:08,417 DEBUG   SenderThread:9887 [sender.py:send():375] send: header
2023-06-05 13:26:08,421 DEBUG   SenderThread:9887 [sender.py:send():375] send: run
2023-06-05 13:26:08,556 INFO    SenderThread:9887 [dir_watcher.py:__init__():219] watching files in: /home/singh/mlops-zoomcamp-2023/02-experiment-tracking/homework-wandb/wandb/run-20230605_132608-17xpuirf/files
2023-06-05 13:26:08,556 INFO    SenderThread:9887 [sender.py:_start_run_threads():1124] run started: 17xpuirf with start time 1685971568.411783
2023-06-05 13:26:08,556 DEBUG   SenderThread:9887 [sender.py:send_request():402] send_request: summary_record
2023-06-05 13:26:08,556 INFO    SenderThread:9887 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-05 13:26:08,561 DEBUG   HandlerThread:9887 [handler.py:handle_request():144] handle_request: check_version
2023-06-05 13:26:08,561 DEBUG   SenderThread:9887 [sender.py:send_request():402] send_request: check_version
2023-06-05 13:26:08,675 DEBUG   HandlerThread:9887 [handler.py:handle_request():144] handle_request: run_start
2023-06-05 13:26:08,676 DEBUG   HandlerThread:9887 [system_info.py:__init__():31] System info init
2023-06-05 13:26:08,676 DEBUG   HandlerThread:9887 [system_info.py:__init__():46] System info init done
2023-06-05 13:26:08,676 INFO    HandlerThread:9887 [system_monitor.py:start():181] Starting system monitor
2023-06-05 13:26:08,676 INFO    SystemMonitor:9887 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-06-05 13:26:08,677 INFO    HandlerThread:9887 [system_monitor.py:probe():201] Collecting system info
2023-06-05 13:26:08,677 INFO    SystemMonitor:9887 [interfaces.py:start():190] Started cpu monitoring
2023-06-05 13:26:08,678 INFO    SystemMonitor:9887 [interfaces.py:start():190] Started disk monitoring
2023-06-05 13:26:08,679 INFO    SystemMonitor:9887 [interfaces.py:start():190] Started memory monitoring
2023-06-05 13:26:08,679 INFO    SystemMonitor:9887 [interfaces.py:start():190] Started network monitoring
2023-06-05 13:26:08,681 DEBUG   HandlerThread:9887 [system_info.py:probe():195] Probing system
2023-06-05 13:26:08,683 DEBUG   HandlerThread:9887 [system_info.py:_probe_git():180] Probing git
2023-06-05 13:26:08,688 DEBUG   HandlerThread:9887 [system_info.py:_probe_git():188] Probing git done
2023-06-05 13:26:08,688 DEBUG   HandlerThread:9887 [system_info.py:probe():240] Probing system done
2023-06-05 13:26:08,688 DEBUG   HandlerThread:9887 [system_monitor.py:probe():210] {'os': 'Linux-5.19.0-1025-gcp-x86_64-with-glibc2.35', 'python': '3.10.11', 'heartbeatAt': '2023-06-05T13:26:08.681890', 'startedAt': '2023-06-05T13:26:08.400449', 'docker': None, 'cuda': None, 'args': ('--wandb_project', 'nyc_green_taxi_experiments', '--wandb_entity', 'michael945angelo', '--data_artifact', 'michael945angelo/nyc_green_taxi_experiments/NYC-Taxi:v0'), 'state': 'running', 'program': '/home/singh/mlops-zoomcamp-2023/02-experiment-tracking/homework-wandb/sweep.py', 'codePath': '02-experiment-tracking/homework-wandb/sweep.py', 'git': {'remote': 'https://github.com/Shubh18s/mlops-zoomcamp-2023.git', 'commit': '6406969bbaed4768467d0f3a8da80ddf7c326c23'}, 'email': 'singh18shubhdeep@gmail.com', 'root': '/home/singh/mlops-zoomcamp-2023', 'host': 'mlops-zoomcamp', 'username': 'singh', 'executable': '/home/singh/anaconda3/envs/wandb_env/bin/python', 'cpu_count': 2, 'cpu_count_logical': 4, 'cpu_freq': {'current': 2800.188, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2800.188, 'min': 0.0, 'max': 0.0}, {'current': 2800.188, 'min': 0.0, 'max': 0.0}, {'current': 2800.188, 'min': 0.0, 'max': 0.0}, {'current': 2800.188, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 28.89361572265625, 'used': 17.55785369873047}, 'memory': {'total': 15.622859954833984}}
2023-06-05 13:26:08,688 INFO    HandlerThread:9887 [system_monitor.py:probe():211] Finished collecting system info
2023-06-05 13:26:08,688 INFO    HandlerThread:9887 [system_monitor.py:probe():214] Publishing system info
2023-06-05 13:26:08,688 DEBUG   HandlerThread:9887 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-06-05 13:26:08,688 DEBUG   HandlerThread:9887 [system_info.py:_save_pip():67] Saving pip packages done
2023-06-05 13:26:08,688 DEBUG   HandlerThread:9887 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
