2023-06-05 13:26:19,333 INFO    StreamThr :10016 [internal.py:wandb_internal():86] W&B internal server running at pid: 10016, started at: 2023-06-05 13:26:19.332505
2023-06-05 13:26:19,334 DEBUG   HandlerThread:10016 [handler.py:handle_request():144] handle_request: status
2023-06-05 13:26:19,339 INFO    WriterThread:10016 [datastore.py:open_for_write():85] open: /home/singh/mlops-zoomcamp-2023/02-experiment-tracking/homework-wandb/wandb/run-20230605_132619-sf9h71j5/run-sf9h71j5.wandb
2023-06-05 13:26:19,340 DEBUG   SenderThread:10016 [sender.py:send():375] send: header
2023-06-05 13:26:19,343 DEBUG   SenderThread:10016 [sender.py:send():375] send: run
2023-06-05 13:26:19,457 DEBUG   HandlerThread:10016 [handler.py:handle_request():144] handle_request: check_version
2023-06-05 13:26:19,458 INFO    SenderThread:10016 [dir_watcher.py:__init__():219] watching files in: /home/singh/mlops-zoomcamp-2023/02-experiment-tracking/homework-wandb/wandb/run-20230605_132619-sf9h71j5/files
2023-06-05 13:26:19,458 INFO    SenderThread:10016 [sender.py:_start_run_threads():1124] run started: sf9h71j5 with start time 1685971579.333696
2023-06-05 13:26:19,458 DEBUG   SenderThread:10016 [sender.py:send_request():402] send_request: summary_record
2023-06-05 13:26:19,459 INFO    SenderThread:10016 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-05 13:26:19,459 DEBUG   SenderThread:10016 [sender.py:send_request():402] send_request: check_version
2023-06-05 13:26:19,567 DEBUG   HandlerThread:10016 [handler.py:handle_request():144] handle_request: run_start
2023-06-05 13:26:19,568 DEBUG   HandlerThread:10016 [system_info.py:__init__():31] System info init
2023-06-05 13:26:19,568 DEBUG   HandlerThread:10016 [system_info.py:__init__():46] System info init done
2023-06-05 13:26:19,568 INFO    HandlerThread:10016 [system_monitor.py:start():181] Starting system monitor
2023-06-05 13:26:19,568 INFO    SystemMonitor:10016 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-06-05 13:26:19,568 INFO    HandlerThread:10016 [system_monitor.py:probe():201] Collecting system info
2023-06-05 13:26:19,569 INFO    SystemMonitor:10016 [interfaces.py:start():190] Started cpu monitoring
2023-06-05 13:26:19,569 INFO    SystemMonitor:10016 [interfaces.py:start():190] Started disk monitoring
2023-06-05 13:26:19,570 INFO    SystemMonitor:10016 [interfaces.py:start():190] Started memory monitoring
2023-06-05 13:26:19,570 INFO    SystemMonitor:10016 [interfaces.py:start():190] Started network monitoring
2023-06-05 13:26:19,573 DEBUG   HandlerThread:10016 [system_info.py:probe():195] Probing system
2023-06-05 13:26:19,575 DEBUG   HandlerThread:10016 [system_info.py:_probe_git():180] Probing git
2023-06-05 13:26:19,579 DEBUG   HandlerThread:10016 [system_info.py:_probe_git():188] Probing git done
2023-06-05 13:26:19,579 DEBUG   HandlerThread:10016 [system_info.py:probe():240] Probing system done
2023-06-05 13:26:19,579 DEBUG   HandlerThread:10016 [system_monitor.py:probe():210] {'os': 'Linux-5.19.0-1025-gcp-x86_64-with-glibc2.35', 'python': '3.10.11', 'heartbeatAt': '2023-06-05T13:26:19.573510', 'startedAt': '2023-06-05T13:26:19.325212', 'docker': None, 'cuda': None, 'args': ('--wandb_project', 'nyc_green_taxi_experiments', '--wandb_entity', 'michael945angelo', '--data_artifact', 'michael945angelo/nyc_green_taxi_experiments/NYC-Taxi:v0'), 'state': 'running', 'program': '/home/singh/mlops-zoomcamp-2023/02-experiment-tracking/homework-wandb/sweep.py', 'codePath': '02-experiment-tracking/homework-wandb/sweep.py', 'git': {'remote': 'https://github.com/Shubh18s/mlops-zoomcamp-2023.git', 'commit': '6406969bbaed4768467d0f3a8da80ddf7c326c23'}, 'email': 'singh18shubhdeep@gmail.com', 'root': '/home/singh/mlops-zoomcamp-2023', 'host': 'mlops-zoomcamp', 'username': 'singh', 'executable': '/home/singh/anaconda3/envs/wandb_env/bin/python', 'cpu_count': 2, 'cpu_count_logical': 4, 'cpu_freq': {'current': 2800.188, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2800.188, 'min': 0.0, 'max': 0.0}, {'current': 2800.188, 'min': 0.0, 'max': 0.0}, {'current': 2800.188, 'min': 0.0, 'max': 0.0}, {'current': 2800.188, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 28.89361572265625, 'used': 17.55658721923828}, 'memory': {'total': 15.622859954833984}}
2023-06-05 13:26:19,579 INFO    HandlerThread:10016 [system_monitor.py:probe():211] Finished collecting system info
2023-06-05 13:26:19,579 INFO    HandlerThread:10016 [system_monitor.py:probe():214] Publishing system info
2023-06-05 13:26:19,579 DEBUG   HandlerThread:10016 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-06-05 13:26:19,579 DEBUG   HandlerThread:10016 [system_info.py:_save_pip():67] Saving pip packages done
2023-06-05 13:26:19,579 DEBUG   HandlerThread:10016 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-06-05 13:26:20,461 INFO    Thread-12 :10016 [dir_watcher.py:_on_file_created():278] file/dir created: /home/singh/mlops-zoomcamp-2023/02-experiment-tracking/homework-wandb/wandb/run-20230605_132619-sf9h71j5/files/wandb-summary.json
2023-06-05 13:26:20,461 INFO    Thread-12 :10016 [dir_watcher.py:_on_file_created():278] file/dir created: /home/singh/mlops-zoomcamp-2023/02-experiment-tracking/homework-wandb/wandb/run-20230605_132619-sf9h71j5/files/conda-environment.yaml
2023-06-05 13:26:20,462 INFO    Thread-12 :10016 [dir_watcher.py:_on_file_created():278] file/dir created: /home/singh/mlops-zoomcamp-2023/02-experiment-tracking/homework-wandb/wandb/run-20230605_132619-sf9h71j5/files/requirements.txt
2023-06-05 13:26:21,272 DEBUG   HandlerThread:10016 [system_info.py:_save_conda():86] Saving conda packages done
2023-06-05 13:26:21,273 INFO    HandlerThread:10016 [system_monitor.py:probe():216] Finished publishing system info
2023-06-05 13:26:21,275 DEBUG   SenderThread:10016 [sender.py:send():375] send: files
2023-06-05 13:26:21,275 INFO    SenderThread:10016 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-06-05 13:26:21,282 DEBUG   SenderThread:10016 [sender.py:send():375] send: telemetry
2023-06-05 13:26:21,283 DEBUG   HandlerThread:10016 [handler.py:handle_request():144] handle_request: stop_status
2023-06-05 13:26:21,283 DEBUG   SenderThread:10016 [sender.py:send_request():402] send_request: stop_status
2023-06-05 13:26:21,405 DEBUG   SenderThread:10016 [sender.py:send():375] send: use_artifact
2023-06-05 13:26:21,460 INFO    Thread-12 :10016 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/singh/mlops-zoomcamp-2023/02-experiment-tracking/homework-wandb/wandb/run-20230605_132619-sf9h71j5/files/conda-environment.yaml
2023-06-05 13:26:21,460 INFO    Thread-12 :10016 [dir_watcher.py:_on_file_created():278] file/dir created: /home/singh/mlops-zoomcamp-2023/02-experiment-tracking/homework-wandb/wandb/run-20230605_132619-sf9h71j5/files/wandb-metadata.json
2023-06-05 13:26:21,560 INFO    wandb-upload_0:10016 [upload_job.py:push():137] Uploaded file /tmp/tmpiz7v4savwandb/yfeoubgx-wandb-metadata.json
2023-06-05 13:26:22,461 INFO    Thread-12 :10016 [dir_watcher.py:_on_file_created():278] file/dir created: /home/singh/mlops-zoomcamp-2023/02-experiment-tracking/homework-wandb/wandb/run-20230605_132619-sf9h71j5/files/output.log
2023-06-05 13:26:23,289 DEBUG   HandlerThread:10016 [handler.py:handle_request():144] handle_request: partial_history
2023-06-05 13:26:23,290 DEBUG   SenderThread:10016 [sender.py:send():375] send: history
2023-06-05 13:26:23,290 DEBUG   SenderThread:10016 [sender.py:send_request():402] send_request: summary_record
2023-06-05 13:26:23,290 INFO    SenderThread:10016 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-05 13:26:23,338 DEBUG   HandlerThread:10016 [handler.py:handle_request():144] handle_request: log_artifact
2023-06-05 13:26:23,338 DEBUG   SenderThread:10016 [sender.py:send_request():402] send_request: log_artifact
